task,width,noise,control,policy,seeds,auc_mean,off_rmse_q0,off_rmse_q8,same_rmse_q8
A,0,0,constrained,augmented_qbc,3,0.026795440353843514,0.42872704566149106,4.55106274805797e-16,5.186723094240698e-16
A,0,0,constrained,diversified_qbc,3,0.026795440353843552,0.42872704566149106,3.8240269798807043e-16,4.354139770010743e-16
A,0,0,constrained,qbc,3,0.026795440353843476,0.42872704566149106,3.1963276291224665e-16,3.621077267022059e-16
A,0,0,constrained,random,3,0.026795440353843486,0.42872704566149106,3.8218965335788576e-16,4.330932177777284e-16
A,0,0,constrained,regularized_d_optimal,3,0.026795440353843483,0.42872704566149106,3.073865933080619e-16,3.501359906493005e-16
A,0,0,independent_inputs,augmented_qbc,3,3.1630804541102667e-16,3.1836469376684105e-16,4.522623164634667e-16,4.513390646465464e-16
A,0,0,independent_inputs,diversified_qbc,3,3.1630804541102667e-16,3.1836469376684105e-16,4.522623164634667e-16,4.513390646465464e-16
A,0,0,independent_inputs,qbc,3,3.1630804541102667e-16,3.1836469376684105e-16,4.522623164634667e-16,4.513390646465464e-16
A,0,0,independent_inputs,random,3,2.9256797248881855e-16,3.1836469376684105e-16,1.7981781789438e-16,1.8015570812106128e-16
A,0,0,independent_inputs,regularized_d_optimal,3,2.7012232876095783e-16,3.1836469376684105e-16,3.1505087328391943e-16,3.175472160750727e-16
A,0,0,matched_marginal_shuffle,augmented_qbc,3,3.094919695786001e-16,2.410442489868018e-16,2.496961881211567e-16,2.4547669519874917e-16
A,0,0,matched_marginal_shuffle,diversified_qbc,3,3.094919695786001e-16,2.410442489868018e-16,2.496961881211567e-16,2.4547669519874917e-16
A,0,0,matched_marginal_shuffle,qbc,3,3.094919695786001e-16,2.410442489868018e-16,2.496961881211567e-16,2.4547669519874917e-16
A,0,0,matched_marginal_shuffle,random,3,2.523701025711257e-16,2.410442489868018e-16,1.7186116769957654e-16,1.6900251269026645e-16
A,0,0,matched_marginal_shuffle,regularized_d_optimal,3,3.4937562683737293e-16,2.410442489868018e-16,3.166026587894486e-16,3.1002189928010266e-16
A,0,0,surface_restricted_queries,augmented_qbc,3,0.23428424509709536,0.14334379823288443,0.2873515504438185,1.7364525854259196e-16
A,0,0,surface_restricted_queries,diversified_qbc,3,0.22547088093038756,0.14334379823288443,0.2873515504438186,5.339152277944715e-16
A,0,0,surface_restricted_queries,qbc,3,0.23428424509709536,0.14334379823288443,0.2873515504438185,1.7364525854259196e-16
A,0,0,surface_restricted_queries,random,3,0.2776025845447334,0.14334379823288443,0.2843576249002114,3.276719992819176e-16
A,0,0,surface_restricted_queries,regularized_d_optimal,3,0.2507882513516587,0.14334379823288443,0.2873515504438186,1.7398140009744608e-16
